participant,duration,energy,power,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,Time:8,iDifference,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgVal2,avgBand1,avgBand2,fmean1,fmean2,fmean3,f2meanf1,f3meanf1,f1STD,f2STD,f3STD,f2STDf1,f2STDf2,jitter,shimmer,jitterRap,meanPeriod,percentUnvoiced,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3,AvgTotRis:3,AvgTotFall:3,numRising,numFall,loudness
P49,117.05177083333334,0.06311184996953811,0.00047492300634187996,73.15194112485163,340.7679538541969,120.89442812806006,26.151514119443824,130.426144518052,113.73930373026887,0.9333213641269593,117.025260416,36.86503632191104,267.61601272934524,219.87352572613682,227.028650123928,34.65707900469093,76.2302468936117,60.39469596955106,9.730531126759143,54.47810675958939,41.57316788892077,15.835550924060646,21.75214013402232,660.1891239813554,1821.7239657969797,457.8958368434704,588.9732133757061,660.1891239813561,1821.7239657969797,2825.99139813268,2.7636850545580165,4.28632932038426,391.5510648278928,429.47911962988775,453.3244542639919,1.0972589076315746,1.1581897302087032,0.016634,0.16049,0.008506,0.0083114366,0.446668,215.6,0.46624999999999994,0.00019129488246421715,84.6,5.2511458333333305,0.8852,70.8782,221.8,233.20120000000003,223.5772,18.901400000000002,12.8298,147.6,7445.838336568811,
P5,30.842616666666665,0.0023517022038771,7.063682778593537e-05,79.26612910601506,311.06087639167924,122.56090286130424,28.550342651539943,162.8990761497339,114.62742534118266,1.326375178026658,30.815683334,27.88531834589197,231.7947472856642,188.49997353037503,196.4334510504966,36.11145610970418,65.6551702552202,52.17472586025034,6.146443085234937,48.669892745266814,29.543714145516013,13.480444394969856,16.985277509953377,735.773039892599,1915.4226602649946,484.7928676693449,750.9732839297727,735.7730398925995,1915.4226602649956,2944.535217729542,2.603860852970702,4.003612175538006,368.0583616230853,477.4233953186652,398.7017668090651,1.2989578247429876,1.083858733351615,0.024944,0.19115,0.01357399999999998,0.0082009698,0.501746,74.6,0.511162,0.0008181588477391401,25.8,1.6170666666666673,0.5976,15.2246,77.0,175.7884,178.975,19.7052,16.4944,49.0,2814.61797765023,
P50,70.03464583333333,0.0055589929101522596,7.944775776265135e-05,73.68121369963086,369.6135914232504,104.13503025876048,53.9530364763951,239.50003576187856,85.92643530579159,2.1177821010267435,70.007947916,83.80428952982929,295.93237772361954,265.4785611644899,283.6871561174588,35.58099146551288,70.10430095784427,52.960718076005676,6.196156514920315,48.92100257621989,34.52330949233139,17.143582881838597,21.18329838162438,701.4168143465922,1830.1111461875012,457.7567972556196,546.2448672160257,701.4168143465924,1830.1111461875012,2879.0941391597426,2.6152375680413833,4.111902159210476,400.89727854738214,450.8330386766298,454.33799637465955,1.1243701810481763,1.1331807085667247,0.029759999999999998,0.19411199999999998,0.016236,0.009737002,0.546092,188.4,0.629296,0.00045955206457731995,61.6,2.8991999999999996,0.6434,40.1982,197.6,270.1326,278.0176,33.28,31.726599999999998,109.8,8795.99093773658,
P52,45.63344166666666,0.00232859960118846,4.8394285064352885e-05,73.94127083405776,331.5020513633018,108.74098553552389,26.36248537316617,141.4420518326996,101.4447239415245,1.19788738306405,45.606720834,33.02514875631033,257.56078052924397,222.76106582777783,230.0573274217773,34.88856618733835,62.75602571003655,50.56406689764258,5.928147168280097,47.02997124591694,27.867459522698216,12.191958812393981,15.726054464119624,695.846714086805,1806.7579792830427,549.2964307556352,608.1374805745482,695.8467140868054,1806.7579792830445,2877.905226056658,2.5976556141007032,4.137303107635532,399.8357189727646,462.73946039471696,498.46411505718714,1.1581035681170988,1.247314385332267,0.018358,0.179068,0.00968399999999998,0.009227744,0.48545,110.2,0.527082,0.00052465836991326,40.2,1.9326312500000022,0.5822,23.4078,113.0,220.5966,230.411,18.4678,15.529000000000002,70.8,3709.9481788690014,
P53,41.788895833333335,0.00257814314332784,6.189839878771091e-05,67.14206149421918,380.6934788953303,161.3516228470823,38.24537406411919,286.9994486224492,151.96791066815075,0.9029162841884313,41.762572915999996,79.1500086804326,313.5514174011111,219.34185604824808,228.7255682271795,35.80050561726364,63.78037198738157,51.833102084372875,5.2770166847727324,49.272595927930986,27.979866370117925,11.947269903008694,14.507776059450581,604.9780142848194,1795.6573913845266,396.976142777248,647.9791844906083,604.9780142848192,1795.6573913845273,2795.9883029272114,2.9698647483404654,4.624397518036116,327.4966787098794,378.54691705077016,441.46879712599605,1.156937810098854,1.3492146482103506,0.024659999999999998,0.191904,0.013019999999999999,0.0061973208,0.388218,128.6,0.45881799999999995,0.00045849202438689996,37.4,2.0416000000000003,0.49779999999999996,18.383000000000003,143.4,183.3288,199.40140000000002,22.8918,18.683,87.2,5633.901033838035,
P55,32.90895416666667,0.00132646345382088,3.874896370168325e-05,70.0785435008286,329.8594734728902,173.48740956556435,33.62188754818642,198.11071815063525,170.2574257465925,1.1721510581379193,32.881977082000006,63.40779562978046,259.78092997206153,156.3720639073258,159.60204772629768,35.249265089946306,64.05635749050316,49.65569236363464,5.540557359506964,46.21192606939671,28.807092400556847,14.400665126868509,17.844431421106442,701.2510829012945,1851.851257604553,480.5409600386711,675.4380842031954,701.251082901294,1851.851257604551,2917.4924621364744,2.6439026642885217,4.165916005562053,333.91512013613703,403.8514571956155,417.890846615575,1.2143442423712716,1.2532438430415769,0.018396000000000003,0.190194,0.009852,0.005759584,0.484612,74.8,0.45684199999999997,0.0007393417875227999,28.8,1.442133333333334,0.5384,15.9232,78.0,152.2862,173.5644,22.723,17.4404,51.8,2631.9344697298498,
P56,65.0605625,0.0024147591350561,3.479592849279615e-05,74.12399065472933,362.7562820922355,196.1247135729771,49.20648798782471,273.91095962590816,203.1903575731073,1.3822101250711212,65.03403125,23.072135197401128,288.6322914375062,166.63156851925842,159.5659245191282,34.43891954757926,64.91695546176932,49.30367129677343,5.680022217705216,44.62652629999629,30.478035914190052,15.61328416499589,20.290429161773023,707.2469686585027,1874.4758799256786,542.1227601069974,640.2900015048605,707.2469686585039,1874.475879925679,2901.786441355237,2.6508121127175963,4.103920319648002,367.70845654200923,382.1855147328275,441.8310124333055,1.042064326755942,1.2033230269200024,0.02464199999999998,0.17971199999999998,0.013303999999999979,0.005095431,0.509726,162.8,0.518756,0.00043990732204963995,56.8,3.042133333333335,0.6636,38.985,176.8,205.2326,213.2756,27.4964,23.6166,106.0,6209.050682198418,
P57,59.46289166666666,0.00754361403777142,0.0001237235247633413,70.3833451188066,328.15632072948483,188.9299953492607,38.001054428101234,291.4856234395306,183.76130572842533,0.5851460483732801,59.436445834000004,49.18583209143556,257.7729756106782,139.2263253802241,144.39501500105948,35.52708962280814,67.55811470741037,54.682701879524224,6.384641992868315,51.0025236108054,32.03102508460223,12.875412827886143,16.55559109660497,652.3519896070034,1856.2759012788895,400.39505514639626,579.1366739727407,652.3519896070025,1856.275901278887,2964.7141987376544,2.8478377111116644,4.548877201811864,305.202376734779,359.66087486655226,377.2170704801273,1.1823550973629735,1.238906638854903,0.024724000000000003,0.173364,0.01305999999999996,0.005288669,0.315808,152.4,0.33448199999999995,0.00031079605147656,51.4,3.3365333333333345,0.6237999999999999,32.226,165.2,174.6978,184.6482,24.4282,18.2272,98.2,6715.371121228968,
P58,38.24154583333333,0.0007965985539620999,2.132286182644618e-05,72.13270827675998,333.1142456140186,193.10591752606848,53.808745285590575,332.5589765048233,204.23175027300255,1.9959968529232412,38.215147916,129.43043184372684,260.9815373372586,140.0083280879501,128.88249534101604,36.03494392176012,62.13938582526686,46.96080961974133,4.236280887678961,43.47907518923871,26.10444190350674,15.178576205525525,18.66031063602814,715.9044758593385,1926.4854765016648,620.0442234934541,721.3580222013584,715.9044758593386,1926.485476501664,2964.8984510146697,2.6934716113667223,4.145824486773359,390.47869187134154,372.23346439848376,424.92917416120883,0.9535581151191975,1.088100859584749,0.03297399999999998,0.190166,0.017746,0.005157177000000001,0.544034,117.6,0.60816,0.00103219340615224,35.0,2.7946666666666653,0.6566,20.821800000000003,140.8,167.1776,188.11880000000002,27.3108,25.3994,76.4,1264.872481229829,
P59,32.44285416666666,0.0053798427786890795,0.00016028865029335998,74.59446444047421,382.6868053218268,223.6428867333321,47.125317874632366,328.8964005033393,224.31383520858572,1.204306811442112,32.416427082,63.859826880536545,308.0923408813526,159.04391858849473,158.3729701132411,34.96297213768906,72.60644840809047,55.92199874013697,7.768163736704035,49.90542596290699,37.64347627040141,16.684449667953498,22.701022445183483,653.8532230591,1848.1237352642215,427.15064756023594,550.2345881035959,653.8532230590998,1848.1237352642206,2883.6607066590723,2.8310605193817673,4.419228528021305,323.7028216225215,381.98237665195387,414.50400141615717,1.185411780771116,1.2824065931289885,0.024978,0.162224,0.013152,0.0044642002,0.46753999999999996,69.8,0.468158,0.00072617802990182,25.6,3.4533895833333332,0.7567999999999999,19.1862,77.8,214.9294,225.19700000000003,37.6886,29.439,47.0,3100.592184974529,
P6,81.7450125,0.0032049118993492803,4.0322195990590075e-05,73.4617433880331,355.2141304611386,107.848640086449,23.362177050604537,124.56106597524635,101.22289478584267,1.1594233982817834,81.71875625,40.33366321331933,281.7523870731055,247.3654903746896,253.99123567529597,35.97193774400161,64.82521109965944,50.009037633821265,5.156638400658622,46.92811406853439,28.853273355657837,14.816173465838176,17.89709703112505,700.8641916869991,1896.1317648606782,495.9592964393861,756.3596375602299,700.8641916869971,1896.1317648606764,2958.1359765191155,2.7055036367664185,4.220902394190577,331.81750378230697,434.6427624489047,371.6176666290676,1.3101505372458653,1.1202407430413035,0.019088,0.190996,0.009942000000000001,0.00928498,0.47875199999999996,219.2,0.534872,0.0003089332368384,81.8,1.9311312499999989,0.5262,43.0432,219.6,251.81459999999998,248.03540000000004,14.63,12.198400000000001,137.0,8272.626108841298,
P60,78.32621666666667,0.00996969462211706,0.00012269602628775766,72.62521275397606,381.9137625419646,198.1353484332423,41.06304389184801,192.26771392681763,186.3689506591821,1.143535909353665,78.299358334,23.931495244348746,309.28854978798853,183.7784141087223,195.5448118827825,34.734327991207195,71.22289813697735,54.81231662217483,7.23698098599151,48.921599786219,36.488570145770154,16.41058151480251,22.301298350758348,707.9510679032708,1892.4705492669214,441.67134592178417,566.0449724449378,707.9510679032708,1892.4705492669204,2923.173793334697,2.6782023892603717,4.137392369801569,327.54351294070347,380.48067181918907,391.87700067581443,1.1672910711442048,1.1999037650836357,0.01913199999999998,0.169856,0.01013,0.0050533454,0.47409999999999997,180.0,0.49360799999999994,0.00033324311549208,69.8,3.6607999999999974,0.7356,49.123000000000005,192.8,216.0016,185.7518,21.5902,15.3744,115.2,7777.578309423651,
P61,20.008654166666666,0.00034387122963471997,1.6676676796141558e-05,79.89686937538627,292.2890564844917,185.59541430387986,39.326256327012445,217.83362577664047,191.6028494812452,1.8294157072330393,19.982452084000002,45.955751290589646,212.39218710910546,106.69364218061187,100.68620700324652,34.2365202306532,59.07828190991479,46.13782188708019,4.686527223055547,42.07944271900096,24.84176167926159,12.940460022834596,16.998839190913827,764.9011732865415,1935.872754749284,666.1119249508154,738.3129837151962,764.9011732865416,1935.8727547492854,3029.1185701542245,2.5353681119742224,3.96860622330052,410.89622575405747,416.474390770667,461.6035990163946,1.0157362437483541,1.1238779856222376,0.028392,0.19280799999999998,0.015742,0.0053806896,0.581366,41.4,0.496776,0.00154257203501348,16.0,1.8581333333333336,0.6519999999999999,10.16,43.4,137.9888,167.76799999999997,24.6098,19.3294,27.2,169.36768621307144,
P62,93.56904999999999,0.01111837589808268,0.00011665073131872662,73.55022375039478,392.8308035393607,197.49224980616,39.23699173549211,231.85730565603507,194.07732313323564,1.0122656732393929,93.542025,65.63580219182823,319.2805797889659,195.3385537332007,198.75348040612508,34.80496729519437,70.24619843658279,54.624427956218256,7.282432391944184,49.84390905737875,35.44123114138842,15.621770480364532,20.402289379204042,735.785501502063,1853.6392394027469,444.7186300559829,637.8191288149253,735.7855015020633,1853.6392394027469,2895.7746384134643,2.521179027107194,3.938735654651584,346.13677355367196,447.6753994909519,428.81861204958085,1.2949061317829778,1.238756127940006,0.020479999999999998,0.17136,0.010848,0.0050551446,0.453702,199.6,0.480338,0.0002840533366568,88.8,2.737066666666667,0.5928,53.2798,209.8,250.1248,263.6016,30.150599999999997,19.7406,136.4,7358.983793900447,
P63,73.81220416666667,2.670621106416816,0.04024468594267695,71.85170745824229,371.83079287865183,100.11763159679518,35.44748737683379,157.42785277771546,90.77816770842014,2.1008284555387586,73.784852084,35.61391546630224,299.9790854204096,271.7131612818567,281.0526251702317,50.53492379899385,76.61241914049273,63.730187498738005,4.839874919070854,60.197124213628015,26.07749534149888,12.88223164175472,16.41529492686471,740.1944614834483,1859.8463084607833,611.291499079184,592.3182717898301,740.1944614834483,1859.846308460783,2925.962955351567,2.513631458693954,3.9548253556186275,392.57009629515403,420.0116419446579,463.7032128458012,1.0698197831851828,1.1814227065843095,0.02866599999999998,0.174762,0.015722,0.010048809,0.5833320000000001,192.6,0.65316,0.0005981579378926,67.6,2.3338666666666676,0.6098,40.92,205.2,284.3418,269.7504,19.6428,19.0292,113.0,36479.168393085274,
P64,113.44858333333335,0.01368093201575874,0.00011317448054084033,71.9915174530858,384.23026085613327,108.52503628796924,29.872507826398852,169.37605115522098,99.63518869493393,1.1122384523431523,113.422416666,49.69889430807464,312.2387434030475,275.70522456816406,284.59507216119937,35.03263925642636,69.87190565578547,54.38162300017389,7.135677929129487,49.61227067880911,34.83926639935912,15.490282655611585,20.25963497697636,720.7851874437234,1865.14610548668,601.0112372771641,608.2295622181055,720.7851874437222,1865.1461054866795,2884.5834393860528,2.589431683247401,4.0051537472349015,415.21864439809286,443.28137078639037,516.9267517794151,1.0672843243938555,1.2459784506953944,0.022704,0.18162199999999998,0.0121,0.009236372400000002,0.46120400000000006,293.4,0.53323,0.00023069343315308,101.4,2.8416000000000023,0.6636,65.905,304.6,281.73199999999997,252.573,19.5176,17.427,177.2,12756.620618364192,
P65,111.68404166666667,0.01562884078006216,0.00013843059740811,69.17606383741372,385.7283817550754,120.06897573551177,36.836358260573995,222.70443499869825,109.14185509002368,1.0891342415744447,111.65827083399999,62.509876501431236,316.5523179176617,265.6594060195636,276.58652666505174,35.138566780964894,69.34543451173097,55.29750208726714,7.529029860208245,51.94038094535123,34.20686773076608,14.047932424463824,17.405053566379742,625.8203975844851,1749.5004974311075,457.56488295557244,617.4485859646514,625.820397584484,1749.5004974311075,2776.989354548178,2.797386345949696,4.440532798615669,345.55625981145323,424.36296707054396,454.78943983246234,1.2294463322881344,1.316638123694441,0.020802,0.17252,0.010674,0.008386482800000001,0.444278,271.4,0.518732,0.0002047450070129,101.8,2.7029333333333336,0.5518,55.0816,284.6,260.0086,252.9828,30.455399999999997,24.91,172.2,11255.894434991746,
P66,82.99357916666666,0.01222219022939868,0.00014500420886633998,71.7958604093703,352.3234783284891,117.70997241659299,34.79683246376372,236.1364263350644,107.36454607137861,0.8011361723263338,82.967414584,29.06494669990251,280.5276179191188,234.6135059118961,244.95893225711046,35.613090126766245,72.01135849102815,55.588030756401835,6.4083763825968845,51.251578616455525,36.3982683642619,16.42332773462631,20.75977987457261,643.2876956961616,1795.0041575630094,406.43846601346337,661.4115258560016,643.287695696161,1795.004157563009,2936.3178364842306,2.7912676598193196,4.566501502344012,349.9725233658202,435.9868454307316,454.59191001468787,1.2494762568422249,1.3007685993309035,0.02591,0.191322,0.01396,0.008537591399999999,0.369452,258.2,0.44565599999999994,0.00026070365005934,72.4,5.875200000000001,0.7083999999999999,49.2704,270.0,234.2026,225.7676,23.9868,18.859,166.4,10377.840709707896,
P67,112.560475,0.01898720870693988,0.00017342167142875403,72.46496470022461,361.49612957121485,134.96365889090026,31.864940036751086,166.03133812817848,127.51264069378313,1.7525511003511973,112.534612502,6.945771715402179,289.0311648709902,226.53247068031465,233.98348887743174,32.20670788696704,78.33162228364544,55.806693937225546,8.038207607627298,50.537926591146054,46.12491439667842,22.524928346419905,27.793695692499398,627.369610220742,1770.3328802213757,391.49733066673343,573.2696862732843,627.3696102207416,1770.332880221376,2813.294164615581,2.8229521705886906,4.485977217337742,324.53466465598996,415.52589267842643,406.1935116564896,1.281949678296175,1.2518624798928073,0.020308,0.17186600000000002,0.010522,0.007443063799999999,0.5262439999999999,286.4,0.586192,0.00027525416208078,104.0,3.820800000000002,0.6938,71.7284,308.8,243.63240000000002,234.4078,20.7038,15.4254,182.4,12658.053829700986,
P69,53.55104583333333,0.0030168754413335596,5.3875451927614e-05,72.44546058638153,346.0254819256211,118.96868554583497,65.8243795591259,292.6785698704008,92.15119715146936,1.7347586948437885,53.523647916,130.9785695916607,273.5800213392396,227.05679637978614,253.87428477415173,34.56005362504717,64.77080593853893,51.24443719721626,6.518319958142442,46.40965081295781,30.210752313491746,13.526368741322656,18.36115512558111,708.6372905709962,1836.125830964243,541.0286660752412,592.1354894209184,708.6372905709966,1836.1258309642449,2818.2761591635444,2.5918028878156507,3.9779687563453834,374.29208485092033,386.96060748455164,498.37033223607585,1.034563298465316,1.3328693950941166,0.034367999999999996,0.19226000000000001,0.01833199999999998,0.0085698174,0.53845,133.4,0.610846,0.0005508451882776,46.4,2.519466666666667,0.6862,32.0866,140.2,250.55,252.4726,42.193200000000004,40.5072,78.0,6232.199823441864,
P7,47.96807916666667,0.00561346480670418,0.00010298676632427355,77.53506836751771,313.8030382311755,119.67756825225051,32.98616337379964,168.09081077171072,109.5042593613146,1.3852777275594224,47.941539584,40.77494884957506,236.26796986365775,194.12546997892497,204.29877886986085,35.53541911083211,68.13175663366,53.83888402424426,6.867026968278793,50.552131451822696,32.5963375228279,14.292872609415742,17.57962518183731,732.622487924795,1883.7098120523588,469.89654927418303,608.7760958680999,732.6224879247949,1883.709812052357,2876.440875438348,2.5727035487304795,3.9302220287195033,340.8630902839391,440.5555411700252,408.9103300211131,1.2930132689170402,1.2004177978130843,0.020304,0.18107999999999996,0.010818,0.008407301,0.496444,131.2,0.51512,0.00078728360659464,41.0,1.9456000000000002,0.516,21.2582,135.6,200.2406,194.6278,19.8244,15.6704,86.8,4897.231957358624,
P70,24.362895833333333,0.0021847942395329,8.966714286984629e-05,66.06056604106212,357.55311730408465,234.87894251401977,43.97218450707114,364.04178711308333,240.1216290460598,0.47644900290462877,24.337072916,14.44562934721479,291.49255126302256,122.67417479006488,117.43148825802488,35.192185993563996,66.03866980338181,53.49457922506252,6.3286257843724245,50.23494329678745,30.846483809817805,12.544090578319288,15.803726506594359,667.245643666786,1919.4702766872965,445.1941736865739,637.1054184800164,667.2456436667863,1919.4702766872974,2894.093091943695,2.879143397773271,4.341261410318158,329.4138380421303,373.85913626186095,359.7354437490412,1.1370546434134572,1.0923768993063128,0.02283999999999998,0.160794,0.012434,0.004252011,0.27391,48.2,0.28042999999999996,0.00065878306946668,20.4,1.3930666666666673,0.5414,10.979600000000001,58.8,168.289,172.878,31.5656,22.453200000000002,39.2,1975.351609363399,
P71,36.9170875,0.00201444649891728,5.2664252349638794e-05,73.84442996308746,366.20781405166565,198.59329800385186,43.18221133800968,302.4871681277552,201.7057572515291,0.9801645970836408,36.89104375,71.34843068884165,292.3633840885782,167.61451604781377,164.50205680013656,35.053575952972366,65.72967516981393,50.9317729203821,5.864583509396012,46.88316218142057,30.676099216841557,14.797902249431818,18.846512988393354,719.73370757939,1876.5548748062538,548.1439512439687,656.8294011200387,719.73370757939,1876.554874806253,3002.052153009088,2.6083133352959766,4.173865330534875,318.5986820459037,355.4567595346965,361.4255262854178,1.1203538237661033,1.137359997803253,0.02468,0.17132799999999998,0.01367599999999998,0.0050210446,0.43449399999999994,95.6,0.443166,0.0005854889310279801,29.6,2.4,0.6763999999999999,19.8494,105.6,188.597,194.281,30.1144,23.814,59.4,4633.823097610995,
P72,25.2732375,0.00295572750054024,0.0001067313750504655,105.79701340898364,303.0999183406637,214.03431911102385,27.443469816950774,242.27454974763242,212.01992924286984,0.6609389659760965,25.245993750000004,100.39217604849856,197.30290493168008,89.06559922963986,91.0799890977939,34.8033115235995,67.86334576918165,54.07328433592081,7.027960238075737,50.133080289098146,33.06003424558216,13.790061433260837,17.730265480083506,631.7598145289176,1821.7802418430686,481.7038511114154,590.9303345361081,631.7598145289173,1821.7802418430679,2902.7414473532253,2.886459148790453,4.600487058229803,328.89025575833796,348.40710118071206,367.87144997570095,1.0681913433828034,1.1228764080163764,0.02299599999999998,0.157074,0.01255399999999996,0.0046787032,0.36402799999999996,52.4,0.352496,0.00077157044744156,21.6,1.713066666666667,0.5816,12.3978,55.0,145.88479999999998,143.04659999999998,27.098599999999998,12.860400000000002,42.4,1275.1320638039447,
P73,36.931045833333336,0.00267794435596048,7.082523460678207e-05,70.2006146718735,341.73098986175285,179.27941852984424,41.4979499896912,261.30105879442146,179.70670183407267,0.8618587903990866,36.904272916000004,64.9590842736944,271.53037518987935,162.4515713319086,162.02428802768014,34.76292120598797,63.9824238380202,51.89253969345829,5.895222287636724,48.84275433419173,29.21950263203224,12.089884144561918,15.139669503828468,651.9810840810346,1837.7273857994799,407.1381456137718,595.0720379003955,651.9810840810339,1837.72738579948,2777.1810110478286,2.8265375023495665,4.2685144755931,281.39401789968895,370.6384384801715,351.2386945368677,1.3306540511012166,1.2506273066372737,0.01949799999999998,0.170474,0.010395999999999999,0.005562669,0.37652399999999997,96.4,0.424886,0.00067709869587682,36.6,1.755733333333334,0.5456000000000001,19.6498,99.6,159.2768,164.1272,26.565800000000003,19.7512,58.6,3863.0788374141534,
P74,29.249249999999996,0.0017831682990712,6.213457286030459e-05,73.47292311945918,345.5787776689491,182.09092695867326,56.29129829342668,427.10183862573604,184.84513880248076,1.3090301921199665,29.222125,37.92634441546982,272.1058545494899,163.4878507102758,160.7336388664683,34.39544000408525,62.73643122179105,51.64610118917816,6.346954381341922,48.84347633673362,28.3409912177058,11.090330032612899,13.892954885057431,671.0983710432698,1844.615448558745,456.3511996280816,585.5513193638569,671.0983710432695,1844.6154485587444,2883.853142497702,2.748748812611141,4.2980122394772176,327.14593098498324,360.4079844322482,369.3740597151794,1.1024612707944128,1.1307278228787279,0.03317,0.18997399999999995,0.017574,0.0054898431999999995,0.473318,90.0,0.534936,0.0008100280987913,24.6,1.8666666666666665,0.5452,13.2394,101.4,199.76680000000002,236.9966,38.3926,37.263400000000004,52.4,4914.068168061637,
P76,38.599666666666664,0.00286253810656872,6.41501369246152e-05,66.71567562330559,353.265498656529,160.78498335089165,42.526365989556496,255.85132753999642,147.51850616516194,1.441055098117896,38.572958334000006,82.85177615202538,286.54982303322345,192.48051530563734,205.74699249136702,35.42120890599624,65.99907878581865,51.688250748568876,5.865282339388943,48.46475698130511,30.577869879822412,14.310828037249783,17.534321804513546,653.1999234526719,1878.145073720735,482.03684305878653,617.9919073105564,653.1999234526721,1878.1450737207354,3011.265734139953,2.8784575733513265,4.6148628468200865,337.4721743080345,349.57013918583,374.0613337691045,1.037123004975761,1.1090784918736531,0.02676199999999998,0.183782,0.01474,0.0062340176,0.493314,106.2,0.539404,0.0008907458187242401,36.4,1.7173333333333332,0.511,19.290399999999998,114.8,192.2988,203.6044,24.3568,22.1988,65.2,4973.971222854726,
P77,41.4245,0.01063435474198966,0.00024490863659551996,77.00540787156756,393.9654648796226,220.92387834255268,51.09668424474243,314.93915957871565,230.87355490966678,0.8957514688010704,41.3985,102.18230091400243,316.960057008055,173.0415865370698,163.09190996995576,34.42273326112762,71.42726278367817,57.709510665557595,8.372506948257355,52.88553192322088,37.004529522550555,13.717752118120577,18.541730860457285,685.5298724731496,1836.1944806924396,378.70952243159064,591.380503012341,685.529872473149,1836.1944806924403,2930.694952359275,2.67985007586584,4.278768757744459,265.9914938708529,390.4501580976173,328.1867726819273,1.474151687650005,1.2348440097142317,0.021728,0.148334,0.011378,0.00452583,0.40559399999999995,96.0,0.442638,0.00050001316213038,33.4,2.8389020833333367,0.6716,22.4178,103.4,265.6828,197.166,37.6268,25.9594,60.8,4284.288594631906,
P78,28.313145833333333,0.00223022538516474,7.930661708819119e-05,77.61282120610375,323.14800112716046,184.19129605647925,30.37884032282692,185.62109133364984,182.64819606071396,1.054066103833606,28.287197916000004,60.434920610370774,245.53517992105668,138.95670507068115,140.49980506644644,34.26511005468666,66.40231896929059,52.955483298470924,7.347089948312562,47.65565573177123,32.13720891460393,13.446835670819661,18.746663237519357,681.9352204818418,1861.8990572802293,496.7421034774907,680.2899258775367,681.9352204818421,1861.8990572802304,2843.1878859987974,2.7347288961802705,4.176987179915608,335.9849153172911,372.22396139602677,404.86971566173975,1.118804474503545,1.211148263521896,0.02151,0.17036199999999999,0.01172599999999998,0.005422657,0.45106,51.4,0.42494000000000004,0.0009471956123616801,15.8,4.554666666666667,0.8994,15.581799999999998,54.8,148.6754,159.8786,21.683600000000002,14.675999999999998,36.6,1833.8931637250346,
P79,80.498025,0.01712544954007798,0.00017792451062998593,74.22693231632445,390.1305515199833,218.87211404608652,37.50915561250257,254.92165820215374,214.69973660726313,0.7731514239501632,80.472137502,38.23631666868768,315.9036192036589,171.25843747389678,175.4308149127202,34.361754623754166,72.1343703796866,55.90282978212724,7.532481539051292,50.129132422417385,37.772615755932435,16.231540597559366,22.005237957269216,661.3897944363986,1886.7537691552018,446.71089967111794,652.6645069926745,661.3897944363989,1886.753769155201,2956.538307415033,2.857267691013127,4.476606839811369,333.8097567949684,397.7095357682341,355.9738622642036,1.19308852019575,1.0674880713454866,0.023628,0.16191,0.012622,0.004571361,0.386022,194.0,0.42292399999999997,0.00025682448655122,64.4,3.122137500000001,0.729,47.5342,206.2,208.7424,182.15140000000002,27.6884,13.148,136.8,6957.8240940972655,
P8,58.34000833333333,0.0177698046140256,0.000287811874857,72.9415467108146,358.4614347303162,125.89177981500373,50.9208895538748,288.2827903612198,107.13825227591958,1.3777797861525776,58.313754166,46.94816748577728,285.5198880195017,232.56965491531255,251.32318245439666,35.68228785432107,73.62435800656326,58.51304720689943,8.990251531917206,53.507943094734436,37.94207015224218,15.11131079966383,20.11641491182882,664.5815764892335,1811.9748167095047,420.5194166548166,701.9840377219324,664.5815764892326,1811.9748167095047,2902.60004466085,2.726641010204835,4.3684097280830985,360.30141652076,486.45876894523315,392.98715801215036,1.3520798683402666,1.0919155270889458,0.027034000000000002,0.18528599999999995,0.013957999999999998,0.0080573722,0.49680599999999997,151.0,0.559264,0.00047547706315562,49.8,2.0032000000000014,0.6456,32.0444,162.0,243.56959999999998,215.9174,36.777,32.7928,91.6,7061.790535270132,
P80,46.15600416666667,0.010695038082437,0.00021559375612028,85.0793748926537,386.6717419429216,232.79200340394772,44.190520533096915,279.57564323518807,229.91935958706995,0.6722134340334512,46.12987708199999,32.06457000383022,301.5923670502679,153.87973853897387,156.7523823558517,35.235280823887045,71.7358302519687,57.21983515678157,8.158711561525033,51.94921263738316,36.50054942808165,14.515995095187119,19.786617614585527,691.7609228596632,1833.6685137189968,443.7317703911822,579.3139963346084,691.7609228596623,1833.668513718995,2743.534405003151,2.6581650871333595,3.985322789129776,331.95428041514907,374.25528109426597,435.72799862940974,1.1521336282987646,1.3320318577908836,0.023182,0.158864,0.012301999999999999,0.004304021,0.346792,84.8,0.36304,0.000488182041318,36.2,2.538666666666665,0.7036,25.353,90.8,184.653,183.277,27.273200000000003,25.1856,54.4,3659.3652659987083,
